X,Y,Z
0.386424,3.600997,4.517118
0.392267,3.586073,4.510954
0.387334,3.584569,4.512202
0.396718,3.588932,4.510535
0.40025,3.592867,4.510984
0.402517,3.597493,4.512258
0.403297,3.602356,4.51423
0.402515,3.606982,4.516711
0.400246,3.610917,4.519455
0.396713,3.613774,4.522194
0.392261,3.615278,4.524661
0.387327,3.615277,4.526614
0.382393,3.613774,4.527861
0.377942,3.610914,4.528281
0.374411,3.60698,4.527832
0.372143,3.602353,4.526558
0.371363,3.59749,4.524585
0.372146,3.592864,4.522105
0.374415,3.58893,4.51936
0.377948,3.586071,4.516621
0.382399,3.584569,4.514154
0.399351,3.57046,4.509974
0.389966,3.567601,4.512345
0.407816,3.575898,4.509175
0.414534,3.583383,4.510028
0.418846,3.592182,4.512451
0.420331,3.601434,4.516204
0.418842,3.610232,4.520922
0.414527,3.617716,4.526141
0.407806,3.623153,4.531353
0.399339,3.626011,4.536044
0.389953,3.626011,4.539758
0.380568,3.623151,4.54213
0.372103,3.617712,4.542928
0.365385,3.610228,4.542075
0.361073,3.601429,4.539653
0.359588,3.592177,4.535899
0.361077,3.583379,4.531181
0.365393,3.575895,4.525962
0.372113,3.570458,4.520751
0.38058,3.5676,4.516059
0.406981,3.555688,4.51427
0.394064,3.551752,4.517535
0.418633,3.563174,4.513171
0.427879,3.573476,4.514346
0.433814,3.585587,4.517681
0.435857,3.59832,4.522847
0.433808,3.610429,4.529339
0.427868,3.62073,4.536523
0.418618,3.628214,4.543695
0.406964,3.632148,4.550154
0.394046,3.632147,4.555265
0.381129,3.628211,4.558531
0.369477,3.620726,4.559629
0.360231,3.610424,4.558454
0.354296,3.598312,4.55512
0.352252,3.585579,4.549954
0.354301,3.573469,4.543461
0.360241,3.563169,4.536277
0.369491,3.555685,4.529105
0.381146,3.551751,4.522647
0.414411,3.543203,4.523425
0.399226,3.538576,4.527263
0.428108,3.552002,4.522133
0.438978,3.564114,4.523514
0.445955,3.578351,4.527433
0.448357,3.59332,4.533507
0.445948,3.607556,4.54114
0.438965,3.619665,4.549585
0.428092,3.628463,4.558016
0.414391,3.633087,4.565609
0.399205,3.633085,4.571617
0.38402,3.628459,4.575456
0.370322,3.619659,4.576748
0.359453,3.607548,4.575366
0.352476,3.593311,4.571446
0.350074,3.578342,4.565373
0.352482,3.564106,4.55774
0.359465,3.551997,4.549295
0.370339,3.543199,4.540864
0.38404,3.538575,4.533272
0.420913,3.534227,4.536541
0.404947,3.529361,4.540576
0.435316,3.543479,4.535182
0.446744,3.556214,4.536635
0.45408,3.571183,4.540756
0.456606,3.586923,4.547142
0.454074,3.601892,4.555168
0.446731,3.614624,4.564048
0.435298,3.623873,4.572913
0.420892,3.628736,4.580895
0.404925,3.628735,4.587214
0.388958,3.62387,4.591249
0.374555,3.614617,4.592607
0.363127,3.601883,4.591156
0.355791,3.586913,4.587034
0.353265,3.571174,4.580649
0.355798,3.556205,4.572623
0.36314,3.543473,4.563743
0.374573,3.534222,4.554877
0.388979,3.529361,4.546895
0.425851,3.529637,4.552334
0.404947,3.529361,4.540576
0.420913,3.534227,4.536541
