X,Y,Z
0.401174,3.679394,4.847737
0.407021,3.66366,4.844114
0.402087,3.662381,4.84559
0.411472,3.666412,4.843232
0.415003,3.670368,4.843029
0.417269,3.675141,4.843526
0.418048,3.680263,4.844672
0.417264,3.685233,4.846358
0.414994,3.689565,4.848416
0.411459,3.692834,4.850647
0.407006,3.694722,4.852831
0.402071,3.695041,4.854755
0.397137,3.693763,4.856231
0.392686,3.69101,4.857113
0.389155,3.687055,4.857316
0.386889,3.682282,4.856819
0.38611,3.67716,4.855672
0.386894,3.672189,4.853987
0.389164,3.667858,4.851928
0.392699,3.664589,4.849698
0.397152,3.662701,4.847513
0.414107,3.6481,4.845717
0.404721,3.645668,4.848524
0.422572,3.653335,4.844038
0.429289,3.660859,4.843652
0.433599,3.669937,4.844596
0.435081,3.67968,4.846778
0.433589,3.689134,4.849984
0.429271,3.697374,4.853899
0.422547,3.703593,4.858142
0.414077,3.707182,4.862297
0.40469,3.707791,4.865957
0.395305,3.705359,4.868762
0.386839,3.700124,4.870441
0.380123,3.6926,4.870828
0.375813,3.683521,4.869884
0.374331,3.673778,4.867702
0.375822,3.664324,4.864496
0.380141,3.656085,4.86058
0.386864,3.649866,4.856337
0.395334,3.646276,4.852182
0.421736,3.634237,4.852387
0.408818,3.63089,4.85625
0.433388,3.641442,4.850078
0.442632,3.651799,4.849546
0.448565,3.664294,4.850846
0.450604,3.677703,4.853849
0.448552,3.690716,4.858261
0.442608,3.702057,4.86365
0.433354,3.710617,4.86949
0.421696,3.715557,4.875209
0.408776,3.716394,4.880246
0.395858,3.713047,4.884108
0.384206,3.705842,4.886418
0.374961,3.695485,4.88695
0.369029,3.68299,4.88565
0.366989,3.669581,4.882647
0.369042,3.656568,4.878235
0.374986,3.645227,4.872845
0.38424,3.636668,4.867005
0.395898,3.631727,4.861287
0.429163,3.623429,4.863474
0.413977,3.619494,4.868014
0.442861,3.631898,4.860759
0.453728,3.644074,4.860134
0.460702,3.658762,4.861661
0.4631,3.674527,4.865191
0.460687,3.689824,4.870378
0.453699,3.703156,4.876714
0.442821,3.713219,4.883579
0.429116,3.719026,4.890302
0.413927,3.720011,4.896223
0.398741,3.716076,4.900764
0.385044,3.707606,4.903479
0.374176,3.695431,4.904103
0.367202,3.680742,4.902576
0.364804,3.664977,4.899046
