X,Y,Z
0.147192,3.449639,4.637965
0.153039,3.433993,4.633977
0.148104,3.43268,4.635421
0.157489,3.436765,4.633159
0.161021,3.440724,4.633049
0.163287,3.445484,4.633656
0.164066,3.450578,4.634923
0.163282,3.455508,4.636723
0.161012,3.45979,4.638882
0.157477,3.463007,4.641189
0.153024,3.464843,4.643416
0.148089,3.465118,4.645347
0.143154,3.463805,4.646791
0.138704,3.461033,4.647609
0.135172,3.457074,4.64772
0.132906,3.452314,4.647111
0.132127,3.44722,4.645846
0.132911,3.442291,4.644044
0.135182,3.438008,4.641886
0.138716,3.434792,4.63958
0.143169,3.432955,4.637352
0.160123,3.4184,4.635216
0.150738,3.415903,4.637965
0.168589,3.423672,4.633661
0.175306,3.431203,4.633451
0.179616,3.440256,4.634607
0.181098,3.449946,4.637016
0.179607,3.459323,4.640441
0.175289,3.467469,4.644547
0.168565,3.473587,4.648934
0.160095,3.477079,4.653171
0.150708,3.477602,4.656843
0.141322,3.475106,4.659591
0.132857,3.469834,4.661146
0.12614,3.462302,4.661356
0.121829,3.453249,4.660201
0.120347,3.443559,4.657792
0.121838,3.434183,4.654366
0.126157,3.426036,4.650259
0.132881,3.419918,4.645873
0.141351,3.416426,4.641636
0.167752,3.404385,4.641563
0.154834,3.400949,4.645345
0.179404,3.411641,4.639421
0.188649,3.422007,4.639132
0.194582,3.434469,4.640724
0.196622,3.447804,4.644039
0.194569,3.46071,4.648753
0.188625,3.471923,4.654405
0.179371,3.480344,4.660443
0.167713,3.48515,4.666275
0.154793,3.48587,4.671329
0.141874,3.482434,4.675111
0.130222,3.475178,4.677251
0.120978,3.464812,4.67754
0.115045,3.45235,4.67595
0.113005,3.439014,4.672635
0.115057,3.426108,4.66792
0.121002,3.414896,4.662268
0.130256,3.406475,4.65623
0.141913,3.401669,4.650399
0.175178,3.39332,4.652394
0.159992,3.389281,4.65684
0.188876,3.401851,4.649878
0.199744,3.414037,4.649538
0.206718,3.428686,4.651408
0.209117,3.444363,4.655305
0.206704,3.459535,4.660847
0.199716,3.472716,4.667491
0.188837,3.482616,4.67459
0.175133,3.488266,4.681444
0.159944,3.489112,4.687386
0.144757,3.485073,4.691833
0.131059,3.476542,4.694349
0.120191,3.464357,4.694689
0.113217,3.449707,4.692819
0.110819,3.43403,4.688922
0.113232,3.418858,4.68338
0.12022,3.405677,4.676735
0.131098,3.395777,4.669638
0.144803,3.390127,4.662782
0.181675,3.38629,4.666651
0.165706,3.382042,4.671326
0.196077,3.395259,4.664005
0.207505,3.408072,4.663648
0.214838,3.423474,4.665614
0.21736,3.439959,4.669711
0.214822,3.455912,4.675539
0.207475,3.469771,4.682526
0.196037,3.48018,4.689988
0.181627,3.486121,4.697196
0.165656,3.487011,4.703443
0.149688,3.482763,4.708119
0.135285,3.473794,4.710764
0.123858,3.460981,4.711122
0.116525,3.445578,4.709156
0.114003,3.429094,4.705059
0.11654,3.413141,4.699231
0.123888,3.399282,4.692244
0.135326,3.388873,4.684781
0.149736,3.382932,4.677574
