X,Y,Z
0.531696,4.171199,4.527871
0.532794,4.154483,4.531651
0.527955,4.155448,4.533602
0.537627,4.155173,4.529572
0.541982,4.157451,4.527568
0.54543,4.161093,4.525836
0.547635,4.165743,4.524545
0.548382,4.170947,4.523821
0.547597,4.176194,4.523736
0.545356,4.180972,4.524297
0.54188,4.184812,4.52545
0.537508,4.187338,4.527082
0.532668,4.188304,4.529034
0.527835,4.187614,4.531113
0.523481,4.185336,4.533116
0.520032,4.181694,4.534848
0.517827,4.177043,4.536139
0.51708,4.17184,4.536863
0.517866,4.166592,4.536948
0.520107,4.161816,4.536386
0.523583,4.157975,4.535233
0.535855,4.139795,4.540003
0.52665,4.141632,4.543714
0.545049,4.141107,4.536048
0.553331,4.145439,4.532237
0.55989,4.152367,4.528943
0.564085,4.161212,4.526487
0.565505,4.171111,4.52511
0.564011,4.181092,4.524948
0.559749,4.190179,4.526016
0.553137,4.197483,4.528209
0.544821,4.202288,4.531313
0.535616,4.204124,4.535024
0.526422,4.202813,4.538979
0.51814,4.198482,4.54279
0.511581,4.191553,4.546085
0.507386,4.182707,4.548541
0.505966,4.172808,4.549917
0.50746,4.162827,4.550079
0.511722,4.153741,4.549011
0.518334,4.146437,4.546818
0.540579,4.12857,4.55211
0.52791,4.131099,4.557218
0.553233,4.130376,4.546667
0.564632,4.136338,4.541421
0.573661,4.145875,4.536886
0.579434,4.15805,4.533506
0.581389,4.171673,4.531611
0.579332,4.18541,4.531388
0.573467,4.197918,4.532858
0.564365,4.207971,4.535877
0.552919,4.214585,4.54015
0.54025,4.217113,4.545258
0.527596,4.215307,4.550701
0.516197,4.209345,4.555947
0.507168,4.199809,4.560482
0.501395,4.187634,4.563861
0.49944,4.17401,4.565756
0.501497,4.160273,4.565979
0.507363,4.147765,4.564509
0.516464,4.137712,4.56149
0.546504,4.121909,4.566787
0.53161,4.124881,4.572791
0.56138,4.124031,4.560388
0.57478,4.131041,4.554221
0.585394,4.142251,4.54889
0.592181,4.156564,4.544916
0.594479,4.17258,4.54269
0.592062,4.188729,4.542427
0.585166,4.203432,4.544155
0.574466,4.21525,4.547704
0.561011,4.223025,4.552727
0.546117,4.225997,4.558731
0.531242,4.223875,4.56513
0.517841,4.216865,4.571297
0.507228,4.205655,4.576628
0.50044,4.191342,4.580601
0.498142,4.175326,4.582828
0.50056,4.159176,4.58309
0.507456,4.144473,4.581363
0.518155,4.132656,4.577814
0.553051,4.120462,4.582596
0.53739,4.123587,4.58891
0.568691,4.122694,4.575868
0.582781,4.130064,4.569384
0.593941,4.141851,4.563779
0.601078,4.156901,4.559601
0.603494,4.173741,4.55726
0.600952,4.190722,4.556983
0.593701,4.206181,4.5588
0.582451,4.218606,4.562531
0.568303,4.226783,4.567813
0.552643,4.229907,4.574126
0.537002,4.227675,4.580854
0.522912,4.220305,4.587339
0.511752,4.208518,4.592944
0.504615,4.193469,4.597122
0.502199,4.176629,4.599463
0.504741,4.159648,4.599739
0.511992,4.144187,4.597923
0.523242,4.131763,4.594191
0.559576,4.124372,4.597991
0.53739,4.123587,4.58891
0.553051,4.120462,4.582596
0.544682,4.127344,4.603996
0.574452,4.126495,4.591593
