X,Y,Z
-0.010285,0.051836,0.033698
-0.010066,0.051762,0.033196
-0.010125,0.05103,0.033561
-0.009932,0.051007,0.033613
-0.009736,0.051751,0.033292
-0.009828,0.051829,0.033831
-0.009932,0.051007,0.033613
-0.010067,0.050938,0.033713
-0.009736,0.051751,0.033292
-0.010323,0.052415,0.033709
-0.010034,0.052292,0.03304
-0.010126,0.052417,0.034034
-0.010124,0.051825,0.033985
-0.009579,0.054688,0.033459
-0.009976,0.054203,0.03374
-0.009654,0.054113,0.033607
-0.009888,0.054794,0.033584
-0.009449,0.05444,0.032768
-0.009513,0.053906,0.032882
-0.009038,0.057552,0.031077
-0.009015,0.056814,0.031752
-0.009276,0.05683,0.031668
-0.008804,0.057535,0.03115
-0.00876,0.058467,0.030212
-0.008248,0.059241,0.029266
-0.008402,0.059136,0.029171
-0.008618,0.058586,0.030335
-0.003817,0.064265,0.0155
-0.00355,0.064496,0.014657
-0.003484,0.064209,0.0156
-0.003207,0.064437,0.014761
-0.003591,0.064789,0.014692
-0.003303,0.06468,0.013928
-0.00334,0.064977,0.013948
-0.003078,0.065082,0.014045
-0.003333,0.064893,0.014795
-0.002194,0.065353,0.0114
-0.001815,0.065099,0.01101
-0.002034,0.065299,0.0109
-0.001976,0.065156,0.011497
-0.00166,0.064577,0.010097
-0.001355,0.064723,0.009626
-0.001498,0.064866,0.010051
-0.001532,0.064434,0.009701
-0.001609,0.063853,0.008421
-0.001011,0.063131,0.007799
-0.001201,0.063787,0.008587
-0.001369,0.063188,0.007652
-0.001327,0.063399,0.007433
-0.001575,0.064141,0.008211
-0.001225,0.064239,0.008236
-0.001017,0.063474,0.007436
-0.000826,0.063323,0.007634
-0.000999,0.064048,0.008445
-0.001201,0.063787,0.008587
-0.001011,0.063131,0.007799
-0.001725,0.065071,0.009913
-0.001585,0.06493,0.009464
-0.002324,0.06519,0.010832
-0.002475,0.065245,0.011326
-0.00296,0.06462,0.014035
-0.003105,0.064704,0.01484
-0.003484,0.064209,0.0156
-0.003207,0.064437,0.014761
-0.003389,0.06447,0.015682
-0.003611,0.064654,0.015643
-0.008343,0.058944,0.029087
-0.008693,0.058254,0.030088
-0.008804,0.057535,0.03115
-0.009045,0.057071,0.032069
-0.009015,0.056814,0.031752
-0.008808,0.057766,0.03134
-0.009656,0.052278,0.033154
-0.009782,0.052399,0.033872
-0.009656,0.052278,0.033154
-0.009827,0.054466,0.032654
-0.009513,0.053906,0.032882
-0.009901,0.053935,0.032766
-0.009449,0.05444,0.032768
-0.010172,0.054148,0.033425
-0.010081,0.05472,0.03328
-0.009393,0.057091,0.031952
-0.009114,0.057783,0.031242
-0.009252,0.057219,0.032148
-0.008983,0.057916,0.031394
-0.008459,0.058238,0.030155
-0.008108,0.058929,0.029147
-0.00808,0.059116,0.029254
-0.008446,0.058448,0.030303
-0.00386,0.06455,0.01554
-0.002852,0.064891,0.014099
-0.00296,0.06462,0.014035
-0.001957,0.064817,0.011023
-0.002462,0.064941,0.011374
-0.002317,0.064882,0.010897
-0.00211,0.064877,0.011494
-0.001927,0.064503,0.009552
-0.002038,0.06496,0.009855
-0.001914,0.06482,0.009415
-0.002042,0.064645,0.009958
-0.008459,0.058238,0.030155
-0.008108,0.058929,0.029147
-0.001532,0.064434,0.009701
-0.00166,0.064577,0.010097
-0.00211,0.064877,0.011494
-0.001957,0.064817,0.011023
-0.001412,0.064254,0.009315
-0.0011,0.064316,0.008818
-0.001223,0.064539,0.009215
-0.0013,0.064038,0.008942
-0.001712,0.064107,0.008778
-0.0013,0.064038,0.008942
-0.001817,0.064323,0.009158
-0.001412,0.064254,0.009315
-0.001796,0.064636,0.008992
-0.001683,0.064413,0.008586
-0.001455,0.064745,0.009033
-0.001333,0.064517,0.008619
-0.001654,0.065003,0.010526
-0.001806,0.064718,0.010556
-0.002176,0.064784,0.010424
-0.001806,0.064718,0.010556
-0.002178,0.065095,0.01034
-0.001877,0.065206,0.010402
-0.002331,0.065165,0.012568
-0.002677,0.064789,0.013206
-0.002449,0.06489,0.012533
-0.002564,0.065062,0.013256
-0.002793,0.064952,0.01242
-0.002677,0.064789,0.013206
-0.003021,0.06485,0.013097
-0.002449,0.06489,0.012533
-0.003051,0.065149,0.013101
-0.002818,0.065252,0.012409
-0.00255,0.065358,0.012494
-0.002787,0.065254,0.013193
-0.009285,0.055484,0.032439
-0.00948,0.055242,0.033259
-0.00937,0.054971,0.032618
-0.009371,0.05577,0.033004
-0.009618,0.055504,0.032333
-0.00937,0.054971,0.032618
-0.009728,0.054994,0.032506
-0.009285,0.055484,0.032439
-0.009963,0.055272,0.033088
-0.009823,0.055797,0.032845
-0.009647,0.055901,0.033114
-0.009776,0.055362,0.033377
-0.009708,0.053549,0.033748
-0.010099,0.053018,0.033992
-0.009749,0.052975,0.033836
-0.010051,0.053617,0.033894
-0.00956,0.053357,0.032976
-0.009606,0.052813,0.033065
-0.009961,0.053382,0.032856
-0.009606,0.052813,0.033065
-0.010003,0.052833,0.032946
-0.00956,0.053357,0.032976
-0.010257,0.053578,0.033565
-0.010306,0.052998,0.033659
-0.002357,0.065367,0.011902
-0.002631,0.06526,0.011823
-0.002139,0.065172,0.011988
-0.002265,0.064896,0.011968
-0.002612,0.064959,0.011852
-0.002265,0.064896,0.011968
-0.009503,0.056403,0.032787
-0.009252,0.056263,0.032688
-0.009666,0.056287,0.032545
-0.009495,0.055994,0.032121
-0.009191,0.055976,0.032219
-0.009191,0.055976,0.032219
-0.007798,0.059873,0.027938
-0.007624,0.059742,0.02793
-0.007961,0.059768,0.027842
-0.007904,0.059566,0.027762
-0.007659,0.059547,0.027826
-0.007659,0.059547,0.027826
-0.007344,0.060485,0.0266
-0.007165,0.060348,0.026597
-0.007517,0.06038,0.026504
-0.007461,0.060168,0.026427
-0.007205,0.060145,0.026494
-0.007205,0.060145,0.026494
