X,Y,Z
-0.012399,0.05181,0.034736
-0.012182,0.051705,0.034238
-0.012263,0.050994,0.03464
-0.012071,0.050968,0.034693
-0.011853,0.05169,0.034335
-0.011942,0.051796,0.03487
-0.012071,0.050968,0.034693
-0.012208,0.050908,0.034797
-0.011853,0.05169,0.034335
-0.012419,0.05239,0.034719
-0.012134,0.052227,0.034057
-0.012222,0.052401,0.035043
-0.012238,0.051808,0.035024
-0.011612,0.054628,0.034368
-0.012021,0.054165,0.034669
-0.011703,0.054062,0.03454
-0.011918,0.054746,0.034489
-0.011488,0.054352,0.033687
-0.011566,0.053823,0.033824
-0.011001,0.057403,0.031891
-0.010995,0.056684,0.032588
-0.011255,0.056704,0.032503
-0.010768,0.057383,0.031965
-0.010703,0.05829,0.031002
-0.010175,0.059033,0.030039
-0.010331,0.058929,0.029946
-0.010559,0.05841,0.031123
-0.005662,0.06395,0.016244
-0.005392,0.064191,0.015402
-0.00533,0.063891,0.016343
-0.00505,0.064128,0.015506
-0.005432,0.064484,0.015442
-0.005144,0.064386,0.014676
-0.005179,0.064682,0.014701
-0.004916,0.064784,0.0148
-0.005173,0.064584,0.015547
-0.00403,0.065099,0.012161
-0.003651,0.064853,0.011766
-0.00387,0.065056,0.011661
-0.003813,0.064899,0.012254
-0.003498,0.064352,0.01084
-0.003193,0.06451,0.010373
-0.003335,0.064642,0.010802
-0.00337,0.064219,0.010439
-0.003448,0.063676,0.009143
-0.002851,0.062974,0.008498
-0.00304,0.063604,0.009307
-0.003208,0.063035,0.008353
-0.003166,0.063254,0.008141
-0.003414,0.06397,0.008942
-0.003063,0.064067,0.00897
-0.002856,0.063328,0.008146
-0.002665,0.063171,0.00834
-0.002837,0.06387,0.009173
-0.00304,0.063604,0.009307
-0.002851,0.062974,0.008498
-0.003561,0.064852,0.010669
-0.003422,0.064723,0.010217
-0.00416,0.064949,0.01159
-0.004311,0.064994,0.012085
-0.004801,0.064321,0.014782
-0.004947,0.064394,0.015589
-0.00533,0.063891,0.016343
-0.00505,0.064128,0.015506
-0.005233,0.06415,0.016428
-0.005454,0.064336,0.016391
-0.010276,0.058735,0.029866
-0.01064,0.058074,0.030883
-0.010768,0.057383,0.031965
-0.011019,0.05695,0.032898
-0.010995,0.056684,0.032588
-0.010767,0.057618,0.032148
-0.011756,0.052207,0.034171
