X,Y,Z
-0.009006,0.055702,0.034472
-0.008791,0.055534,0.033991
-0.008886,0.054878,0.034477
-0.008694,0.054856,0.034534
-0.008462,0.055524,0.03409
-0.00855,0.055696,0.034608
-0.008694,0.054856,0.034534
-0.008833,0.054811,0.034644
-0.008462,0.055524,0.03409
-0.009015,0.056276,0.034383
-0.008733,0.056029,0.033747
-0.008818,0.056323,0.034704
-0.008846,0.055733,0.034758
-0.008167,0.058442,0.03377
-0.008585,0.058024,0.034122
-0.008268,0.057901,0.034007
-0.008472,0.058578,0.033875
-0.008046,0.058087,0.033125
-0.008134,0.057578,0.033324
-0.00751,0.060912,0.030994
-0.007515,0.060275,0.031767
-0.007775,0.060288,0.03168
-0.007276,0.060897,0.031071
-0.007198,0.061694,0.030015
-0.006659,0.062324,0.02898
-0.006816,0.062212,0.028898
-0.007052,0.061823,0.030123
-0.002077,0.065864,0.014781
-0.001804,0.066031,0.013922
-0.001745,0.065811,0.014885
-0.001462,0.065975,0.014031
-0.001842,0.066326,0.013937
-0.001554,0.066163,0.013182
-0.001587,0.066461,0.013182
-0.001324,0.066569,0.013274
-0.001583,0.066434,0.014034
-0.000433,0.066664,0.010619
-5.4e-05,0.066385,0.010245
-0.000272,0.066581,0.010124
-0.000216,0.066471,0.010728
0.0001,0.065813,0.009361
0.000405,0.065934,0.008884
0.000263,0.066098,0.009301
0.000227,0.065649,0.008972
0.00015,0.06501,0.00772
0.000747,0.064261,0.007129
0.000558,0.06495,0.00789
0.00039,0.064312,0.00698
0.000432,0.064515,0.006753
0.000185,0.065289,0.007498
0.000535,0.065387,0.007519
0.000743,0.064589,0.006753
0.000933,0.064446,0.006957
0.000761,0.065205,0.007736
0.000558,0.06495,0.00789
0.000747,0.064261,0.007129
3.7e-05,0.066298,0.009153
0.000176,0.066135,0.008713
-0.000563,0.06647,0.010062
-0.000714,0.066554,0.010551
-0.001211,0.066106,0.013294
-0.001358,0.066246,0.014091
-0.001745,0.065811,0.014885
-0.001462,0.065975,0.014031
-0.001647,0.066076,0.014948
-0.001867,0.066259,0.014895
-0.006763,0.06201,0.028839
-0.007138,0.061465,0.02992
-0.007276,0.060897,0.031071
-0.007536,0.060573,0.032046
-0.007515,0.060275,0.031767
-0.007273,0.061151,0.031228
-0.008355,0.056016,0.033864
-0.008476,0.056262,0.034551
-0.008355,0.056016,0.033864
-0.008422,0.058112,0.033005
-0.008134,0.057578,0.033324
-0.008522,0.057605,0.033202
-0.008046,0.058087,0.033125
-0.008783,0.057929,0.033818
-0.008666,0.058466,0.033585
-0.007883,0.060589,0.031925
-0.007577,0.061166,0.031126
-0.007738,0.060738,0.032102
-0.007443,0.061313,0.03126
-0.006904,0.061451,0.02999
-0.006528,0.061996,0.028902
-0.006495,0.062194,0.028984
-0.006885,0.061677,0.030109
-0.002117,0.066151,0.0148
-0.001101,0.06638,0.013341
-0.001211,0.066106,0.013294
-0.000198,0.066105,0.010273
-0.000703,0.066252,0.010615
-0.000557,0.066166,0.010143
-0.000352,0.066193,0.010739
-0.000167,0.065713,0.008819
-0.000276,0.066186,0.009099
-0.000153,0.066023,0.008668
-0.000282,0.065876,0.009218
-0.006904,0.061451,0.02999
-0.006528,0.061996,0.028902
0.000227,0.065649,0.008972
0.0001,0.065813,0.009361
-0.000352,0.066193,0.010739
-0.000198,0.066105,0.010273
0.000347,0.06545,0.008595
0.00066,0.065489,0.008097
0.000538,0.06573,0.008483
0.000459,0.065217,0.008233
4.7e-05,0.06528,0.008065
0.000459,0.065217,0.008233
-5.7e-05,0.065514,0.008435
0.000347,0.06545,0.008595
-3.5e-05,0.065819,0.008255
7.7e-05,0.065577,0.00786
0.000306,0.065929,0.008292
0.000428,0.065682,0.00789
0.000106,0.066262,0.009768
-4.7e-05,0.065979,0.009811
-0.000416,0.066041,0.009675
-4.7e-05,0.065979,0.009811
-0.000416,0.066347,0.009576
-0.000115,0.066459,0.009634
-0.000573,0.066546,0.011796
-0.000925,0.066216,0.012456
-0.000694,0.066271,0.011777
-0.000809,0.066491,0.012489
-0.001037,0.066329,0.01166
-0.000925,0.066216,0.012456
-0.001267,0.066274,0.012342
-0.000694,0.066271,0.011777
-0.001295,0.066572,0.012327
-0.001059,0.066628,0.01163
-0.000791,0.066737,0.01171
-0.00103,0.066681,0.012413
-0.007837,0.059065,0.03264
-0.008045,0.058955,0.033488
-0.007944,0.058587,0.032895
-0.007914,0.059433,0.033157
-0.008169,0.059082,0.03253
-0.007944,0.058587,0.032895
-0.008302,0.058607,0.032779
-0.007837,0.059065,0.03264
-0.008526,0.058977,0.033311
-0.008364,0.059454,0.032993
-0.008184,0.059589,0.033245
-0.008336,0.059102,0.033586
-0.008346,0.057369,0.034236
-0.008762,0.056904,0.03456
-0.008414,0.056821,0.034416
-0.008686,0.057474,0.034366
-0.008207,0.057052,0.033504
-0.008279,0.05653,0.033683
-0.008606,0.057075,0.033378
-0.008279,0.05653,0.033683
-0.008674,0.056548,0.033559
-0.008207,0.057052,0.033504
-0.008893,0.057393,0.034046
-0.008969,0.05684,0.034234
-0.000597,0.066708,0.01112
-0.000871,0.066599,0.011046
-0.00038,0.066516,0.011216
-0.000508,0.06624,0.011212
-0.000854,0.066299,0.011092
-0.000508,0.06624,0.011212
-0.00802,0.060031,0.032849
-0.007774,0.059869,0.032772
-0.008187,0.059888,0.032624
-0.008027,0.059532,0.032246
-0.007724,0.059518,0.032348
-0.007724,0.059518,0.032348
-0.006187,0.062774,0.027586
-0.006017,0.062638,0.027595
-0.006353,0.062663,0.027503
-0.006301,0.062451,0.027447
-0.006057,0.062433,0.027514
-0.006057,0.062433,0.027514
-0.005712,0.063211,0.026188
-0.005537,0.06307,0.026201
-0.005888,0.0631,0.026103
-0.005837,0.06288,0.026051
-0.005583,0.062858,0.026122
-0.005583,0.062858,0.026122
-0.005237,0.063636,0.024787
-0.005056,0.06349,0.024806
-0.005422,0.063526,0.024702
-0.005372,0.063297,0.024653
-0.005108,0.063271,0.024728
-0.005108,0.063271,0.024728
-0.004759,0.064048,0.023383
-0.004573,0.063897,0.023406
-0.004954,0.063938,0.023296
-0.004905,0.063701,0.023251
-0.004631,0.063671,0.02333
-0.004631,0.063671,0.02333
-0.004281,0.064449,0.021976
-0.004088,0.064292,0.022003
-0.004484,0.064338,0.021887
-0.004437,0.064093,0.021847
-0.004154,0.064059,0.02193
-0.004154,0.064059,0.02193
-0.003801,0.064835,0.020565
-0.003603,0.064674,0.020598
-0.004013,0.064726,0.020475
-0.003968,0.064472,0.020438
-0.003674,0.064435,0.020526
-0.003674,0.064435,0.020526
-0.003319,0.06521,0.019152
-0.003116,0.065043,0.01919
-0.003541,0.065101,0.019061
-0.003497,0.064839,0.019029
-0.003194,0.064798,0.01912
-0.003194,0.064798,0.01912
-0.002836,0.065573,0.017736
-0.002627,0.0654,0.017778
-0.003068,0.065463,0.017643
-0.003025,0.065193,0.017615
-0.002712,0.065148,0.017711
-0.002712,0.065148,0.017711
-0.002352,0.065922,0.016317
-0.002138,0.065745,0.016365
-0.002593,0.065814,0.016223
-0.002552,0.065535,0.0162
-0.002229,0.065486,0.0163
-0.002229,0.065486,0.0163
0.013297,0.063265,0.036946
0.013327,0.062543,0.037355
0.013128,0.062855,0.036616
0.013141,0.062518,0.037427
0.012846,0.063249,0.037096
0.012803,0.062839,0.036728
0.013141,0.062518,0.037427
0.013282,0.062557,0.037536
0.012803,0.062839,0.036728
0.012988,0.063157,0.036166
