X,Y,Z
-0.010152,0.060557,0.038542
-0.009985,0.060172,0.038181
-0.010185,0.059805,0.038894
-0.01,0.059774,0.038964
-0.009661,0.060146,0.038291
-0.009701,0.060527,0.03869
-0.01,0.059774,0.038964
-0.010141,0.059805,0.039077
-0.009661,0.060146,0.038291
-0.010059,0.061032,0.038224
-0.009843,0.060506,0.037753
-0.009848,0.061169,0.038508
-0.009981,0.060672,0.038798
-0.008866,0.06262,0.036858
-0.00934,0.062431,0.037324
-0.009049,0.062228,0.037273
-0.009145,0.062827,0.0369
-0.008812,0.062056,0.036375
-0.008984,0.061665,0.036757
-0.007886,0.063963,0.033432
-0.007972,0.063592,0.034366
-0.008229,0.063614,0.034271
-0.007656,0.063941,0.033516
-0.007482,0.064397,0.032275
-0.006878,0.064672,0.031125
-0.007047,0.064562,0.031069
-0.007321,0.064532,0.03235
-0.001976,0.065694,0.016563
-0.001689,0.065815,0.015693
-0.001647,0.065632,0.016673
-0.00135,0.065749,0.015805
-0.001716,0.066112,0.0157
-0.001429,0.065919,0.014948
-0.001452,0.066217,0.014943
-0.001186,0.066317,0.015034
-0.001454,0.066212,0.015796
-0.000279,0.066355,0.012387
9.5e-05,0.066073,0.012008
-0.000119,0.066276,0.011893
-6.7e-05,0.066155,0.01249
0.000241,0.065519,0.011106
0.00055,0.065655,0.010635
0.000409,0.065804,0.011059
0.00037,0.065367,0.010704
0.000288,0.064799,0.00942
0.000882,0.064092,0.008776
0.000695,0.064725,0.009585
0.000525,0.064155,0.008631
0.000569,0.064374,0.00842
0.000325,0.065093,0.009219
0.000675,0.065187,0.009247
0.00088,0.064447,0.008425
0.001069,0.064288,0.008619
0.0009,0.064989,0.009451
0.000695,0.064725,0.009585
0.000882,0.064092,0.008776
0.000187,0.066014,0.010918
0.000324,0.065867,0.010476
-0.000411,0.066172,0.011825
-0.000562,0.066253,0.012315
-0.001089,0.065852,0.015062
-0.001236,0.066018,0.01586
-0.001647,0.065632,0.016673
-0.00135,0.065749,0.015805
-0.001538,0.065895,0.016725
-0.00175,0.066084,0.016663
-0.007017,0.064346,0.031062
-0.00745,0.064146,0.032244
-0.007656,0.063941,0.033516
-0.00795,0.06396,0.034544
-0.007972,0.063592,0.034366
-0.007619,0.064227,0.033596
-0.009471,0.060476,0.037883
-0.009526,0.060994,0.038408
-0.009471,0.060476,0.037883
-0.009182,0.062094,0.03624
-0.008984,0.061665,0.036757
-0.009364,0.061706,0.036618
-0.008812,0.062056,0.036375
-0.009557,0.062267,0.037067
-0.009359,0.062655,0.036658
-0.008294,0.063985,0.034414
-0.00792,0.064251,0.033486
-0.008128,0.064158,0.034545
-0.007766,0.064411,0.033577
-0.00722,0.064123,0.032321
-0.006785,0.064322,0.031132
-0.00673,0.064529,0.031165
-0.007173,0.064369,0.032378
-0.002004,0.065983,0.01657
-0.000969,0.066122,0.015106
-0.001089,0.065852,0.015062
-5.4e-05,0.065795,0.012026
-0.000557,0.06595,0.01237
-0.000412,0.065866,0.011897
-0.000208,0.06588,0.012494
-2.4e-05,0.065444,0.010555
-0.000128,0.065908,0.010859
-7e-06,0.065762,0.010424
-0.000139,0.065593,0.010965
