X,Y,Z
-0.009602,0.051878,0.033183
-0.009383,0.051818,0.032679
-0.00943,0.051078,0.033028
-0.009237,0.051057,0.03308
-0.009053,0.05181,0.032775
-0.009145,0.051875,0.033316
-0.009237,0.051057,0.03308
-0.00937,0.050984,0.033179
-0.009053,0.05181,0.032775
-0.009649,0.052457,0.033207
-0.009359,0.052352,0.032535
-0.009452,0.052455,0.033531
-0.009441,0.051864,0.033469
-0.008937,0.054743,0.033
-0.009327,0.054248,0.033273
-0.009005,0.054165,0.033138
-0.009248,0.054844,0.033127
-0.008805,0.054507,0.032306
-0.008861,0.053972,0.03241
-0.008433,0.057643,0.030658
-0.0084,0.056898,0.031324
-0.008662,0.056912,0.03124
-0.008198,0.057628,0.030731
-0.008165,0.058569,0.029802
-0.007661,0.059355,0.028862
-0.007814,0.05925,0.028766
-0.008023,0.058689,0.029926
-0.003273,0.06439,0.015096
-0.003008,0.064614,0.014251
-0.00294,0.064337,0.015197
-0.002665,0.064557,0.014356
-0.00305,0.064907,0.014283
-0.002762,0.064791,0.01352
-0.002799,0.065088,0.013536
-0.002538,0.065195,0.013633
-0.002792,0.065013,0.014385
-0.001656,0.065435,0.010983
-0.001276,0.065177,0.010598
-0.001496,0.065375,0.010484
-0.001438,0.06524,0.011084
-0.00112,0.06464,0.009692
-0.000816,0.064779,0.009219
-0.000959,0.064929,0.009642
-0.000993,0.064492,0.0093
-0.00107,0.063888,0.00803
-0.000471,0.063155,0.007422
-0.000662,0.063825,0.008198
-0.000829,0.063208,0.007274
-0.000787,0.063416,0.007051
-0.001035,0.064172,0.007815
-0.000685,0.06427,0.007837
-0.000477,0.06349,0.007053
-0.000286,0.063344,0.007254
-0.000459,0.064084,0.00805
-0.000662,0.063825,0.008198
-0.000471,0.063155,0.007422
-0.001186,0.065132,0.009501
-0.001046,0.064984,0.009054
-0.001786,0.065264,0.010418
-0.001936,0.065326,0.010912
-0.002419,0.064732,0.013628
-0.002563,0.064825,0.014431
-0.00294,0.064337,0.015197
-0.002665,0.064557,0.014356
-0.002846,0.064599,0.015275
-0.003069,0.064781,0.015235
-0.007753,0.059059,0.028681
-0.008096,0.058358,0.029677
-0.008198,0.057628,0.030731
-0.008433,0.057151,0.031644
-0.0084,0.056898,0.031324
-0.008204,0.057856,0.030923
-0.00898,0.05234,0.032648
-0.009108,0.052445,0.033369
-0.00898,0.05234,0.032648
-0.009183,0.054531,0.032192
-0.008861,0.053972,0.03241
-0.00925,0.053998,0.032294
-0.008805,0.054507,0.032306
-0.009523,0.054196,0.032957
-0.009439,0.054772,0.032822
-0.008782,0.057169,0.031527
-0.00851,0.057872,0.030825
-0.008642,0.057296,0.031725
-0.008381,0.058004,0.030978
-0.007861,0.058344,0.029743
-0.007518,0.059046,0.028741
-0.007492,0.059233,0.028849
-0.007851,0.058553,0.029892
-0.003318,0.064675,0.015133
-0.002312,0.065005,0.013689
-0.002419,0.064732,0.013628
-0.001418,0.064895,0.010615
-0.001923,0.065022,0.010964
-0.001778,0.064957,0.010488
-0.001571,0.064961,0.011085
-0.001388,0.064558,0.009149
-0.001499,0.065019,0.009444
-0.001375,0.064872,0.009006
-0.001502,0.064706,0.009553
-0.007861,0.058344,0.029743
-0.007518,0.059046,0.028741
-0.000993,0.064492,0.0093
-0.00112,0.06464,0.009692
-0.001571,0.064961,0.011085
-0.001418,0.064895,0.010615
-0.000873,0.064305,0.008917
-0.000561,0.064358,0.008418
-0.000683,0.064589,0.008811
-0.00076,0.064083,0.008548
-0.001172,0.064149,0.008382
-0.00076,0.064083,0.008548
-0.001278,0.064371,0.008758
-0.000873,0.064305,0.008917
-0.001257,0.064681,0.008587
-0.001144,0.064451,0.008184
-0.000916,0.064791,0.008626
-0.000793,0.064556,0.008216
-0.001116,0.065073,0.010115
-0.001267,0.064788,0.010149
-0.001637,0.064852,0.010016
-0.001267,0.064788,0.010149
-0.001639,0.065162,0.009927
-0.001338,0.065274,0.009988
-0.001792,0.065262,0.012154
-0.002137,0.064893,0.012797
-0.00191,0.064987,0.012123
-0.002025,0.065167,0.012844
-0.002254,0.065047,0.01201
-0.002137,0.064893,0.012797
-0.002481,0.064952,0.012688
-0.00191,0.064987,0.012123
-0.002512,0.065251,0.012688
-0.002279,0.065347,0.011994
-0.002012,0.065454,0.012078
-0.002248,0.065358,0.012778
-0.008654,0.055558,0.031993
-0.008846,0.055302,0.032808
-0.008732,0.055041,0.032164
-0.008743,0.055835,0.032561
-0.008987,0.055575,0.031888
-0.008732,0.055041,0.032164
-0.009091,0.055062,0.032052
-0.008654,0.055558,0.031993
-0.009329,0.055328,0.032638
-0.009196,0.055858,0.032404
-0.00902,0.055961,0.032673
-0.009143,0.055417,0.032929
-0.00905,0.053598,0.033269
-0.009434,0.053058,0.033502
-0.009083,0.053022,0.033346
-0.009394,0.053659,0.033416
-0.008901,0.053421,0.032493
-0.008939,0.052877,0.032572
-0.009302,0.053443,0.032374
-0.008939,0.052877,0.032572
-0.009336,0.052894,0.032453
-0.008901,0.053421,0.032493
-0.0096,0.053623,0.033087
-0.009641,0.053041,0.03317
-0.001819,0.065456,0.011486
-0.002092,0.065347,0.011408
-0.0016,0.065263,0.011574
-0.001726,0.064986,0.011559
-0.002073,0.065046,0.011442
-0.001726,0.064986,0.011559
-0.008882,0.05647,0.032354
-0.00863,0.056333,0.032253
-0.009045,0.056355,0.032111
-0.008871,0.056068,0.031683
-0.008567,0.056053,0.03178
-0.008567,0.056053,0.03178
-0.007217,0.06,0.027538
-0.007043,0.05987,0.02753
-0.00738,0.059894,0.027442
-0.007321,0.059693,0.027361
-0.007076,0.059676,0.027424
-0.007076,0.059676,0.027424
-0.00677,0.060621,0.026203
-0.00659,0.060486,0.026199
-0.006942,0.060515,0.026107
-0.006884,0.060305,0.026029
-0.006629,0.060284,0.026096
-0.006629,0.060284,0.026096
-0.006319,0.061221,0.02486
-0.006133,0.061079,0.024862
-0.006501,0.061115,0.024763
-0.006444,0.060894,0.02469
-0.006179,0.060869,0.024761
-0.006179,0.060869,0.024761
-0.005864,0.061798,0.023508
-0.005673,0.06165,0.023514
-0.006055,0.061691,0.02341
-0.006,0.061462,0.023341
-0.005725,0.061432,0.023416
-0.005725,0.061432,0.023416
-0.005406,0.062352,0.022148
-0.005209,0.062199,0.02216
-0.005607,0.062246,0.02205
-0.005554,0.062006,0.021987
-0.005269,0.061973,0.022065
-0.005269,0.061973,0.022065
-0.004945,0.062883,0.02078
-0.004742,0.062724,0.020797
-0.005155,0.062777,0.020681
-0.005103,0.062529,0.020621
-0.004809,0.062491,0.020704
-0.004809,0.062491,0.020704
-0.00448,0.063393,0.019404
-0.004273,0.063227,0.019427
-0.0047,0.063286,0.019305
-0.004651,0.063028,0.019252
-0.004346,0.062987,0.019339
-0.004346,0.062987,0.019339
-0.004013,0.063879,0.018021
-0.0038,0.063707,0.01805
-0.004242,0.063772,0.017921
-0.004194,0.063505,0.017872
-0.00388,0.06346,0.017963
-0.00388,0.06346,0.017963
-0.003542,0.064342,0.016632
-0.003325,0.064166,0.016667
-0.003782,0.064236,0.016531
-0.003736,0.06396,0.016489
-0.003412,0.06391,0.016585
-0.003412,0.06391,0.016585
0.011219,0.055871,0.03552
0.011134,0.055048,0.035615
0.011011,0.055644,0.035061
0.010944,0.055023,0.035674
0.010764,0.05586,0.035659
0.010683,0.055631,0.035162
0.010944,0.055023,0.035674
0.011084,0.054997,0.035788
0.010683,0.055631,0.035162
0.010931,0.056109,0.034764
0.011204,0.056431,0.035371
0.011006,0.056503,0.035686
0.011058,0.055924,0.035803
0.010268,0.058493,0.034541
0.010391,0.057981,0.034831
0.010703,0.058125,0.034932
0.010568,0.058648,0.034633
0.010159,0.05808,0.033931
0.010268,0.057591,0.034182
0.009523,0.060706,0.031562
0.009809,0.060146,0.032296
0.00955,0.060131,0.032385
0.00929,0.06069,0.03164
0.008629,0.06195,0.029452
0.009186,0.061406,0.030526
0.008788,0.061837,0.029376
0.009037,0.061539,0.030625
0.003618,0.064759,0.015204
0.003673,0.064963,0.014234
0.003949,0.064813,0.015098
0.003332,0.064906,0.014345
0.00342,0.065084,0.013492
0.003709,0.065259,0.014245
0.003451,0.065382,0.013489
0.003188,0.06549,0.013579
0.003449,0.065366,0.014341
0.002292,0.065552,0.010925
0.001914,0.06527,0.010552
0.002077,0.065358,0.011034
0.002132,0.065466,0.010431
0.001455,0.064816,0.009191
0.001762,0.064695,0.009667
0.001598,0.06498,0.009608
0.001634,0.064531,0.009276
0.001712,0.063899,0.008021
0.001114,0.063155,0.007423
0.001472,0.063208,0.007275
0.001304,0.063837,0.00819
0.001429,0.063413,0.007049
0.001676,0.06418,0.007802
0.001326,0.064277,0.007824
0.001119,0.063487,0.00705
0.000929,0.063342,0.007253
0.0011,0.064093,0.008039
0.001114,0.063155,0.007423
0.001304,0.063837,0.00819
0.001823,0.065181,0.00946
0.001684,0.065018,0.009021
0.002423,0.065356,0.010368
0.002574,0.065443,0.010857
0.003078,0.065026,0.013605
0.003618,0.064759,0.015204
0.003225,0.065178,0.014402
0.003332,0.064906,0.014345
0.003518,0.065025,0.015262
0.003736,0.065208,0.015206
0.00874,0.06163,0.029331
0.009132,0.06117,0.030448
0.009562,0.060451,0.03264
0.00929,0.06069,0.03164
0.00955,0.060131,0.032385
0.00928,0.060955,0.031779
0.010555,0.056093,0.034884
0.010666,0.056413,0.035542
0.010555,0.056093,0.034884
0.010268,0.057591,0.034182
0.010534,0.058107,0.033808
0.010654,0.05762,0.034055
0.010159,0.05808,0.033931
0.010904,0.05801,0.034638
0.010767,0.058519,0.034353
0.009584,0.060971,0.031675
0.009909,0.060468,0.032517
0.009445,0.061123,0.031798
0.00976,0.060625,0.032683
0.008899,0.061154,0.030519
0.008468,0.061816,0.029465
0.008506,0.061614,0.029395
0.008874,0.061388,0.030623
0.003987,0.065101,0.015112
0.002966,0.0653,0.013649
0.003078,0.065026,0.013605
0.002059,0.06499,0.010579
