X,Y,Z
-0.010929,0.060649,0.038933
-0.010767,0.060253,0.038583
-0.010973,0.059907,0.039305
-0.010787,0.059876,0.039376
-0.010443,0.060225,0.038693
-0.010478,0.060617,0.039083
-0.010787,0.059876,0.039376
-0.010928,0.059912,0.039488
-0.010443,0.060225,0.038693
-0.010829,0.061115,0.038603
-0.01062,0.060575,0.038145
-0.010616,0.061256,0.038884
-0.010756,0.060769,0.039187
-0.009615,0.062654,0.0372
-0.010092,0.062482,0.037671
-0.009803,0.062274,0.037624
-0.009891,0.062865,0.037238
-0.009567,0.06208,0.036728
-0.009745,0.061699,0.03712
-0.008619,0.063924,0.033748
-0.008709,0.06357,0.034688
-0.008966,0.063592,0.034593
-0.008389,0.063901,0.033833
-0.008211,0.064337,0.032584
-0.007604,0.06459,0.031431
-0.007774,0.064481,0.031375
-0.008049,0.064471,0.032657
-0.002692,0.065509,0.016862
-0.002405,0.065631,0.015991
-0.002364,0.065445,0.016971
-0.002066,0.065563,0.016104
-0.002431,0.065928,0.016
-0.002144,0.065737,0.015247
-0.002166,0.066035,0.015243
-0.0019,0.066135,0.015335
-0.002168,0.066027,0.016096
-0.000992,0.066184,0.012688
-0.000619,0.065903,0.012307
-0.000833,0.066108,0.012194
-0.00078,0.065983,0.01279
-0.000473,0.065356,0.011401
-0.000164,0.065497,0.010931
-0.000305,0.065642,0.011356
-0.000345,0.065208,0.010997
-0.000427,0.064653,0.009707
0.000167,0.063953,0.009055
-2e-05,0.064577,0.009871
-0.00019,0.064019,0.008911
-0.000146,0.06424,0.008702
-0.00039,0.064949,0.00951
-3.9e-05,0.065043,0.009539
0.000164,0.064312,0.008709
0.000354,0.064151,0.0089
0.000185,0.064842,0.00974
-2e-05,0.064577,0.009871
0.000167,0.063953,0.009055
-0.000527,0.065853,0.011217
-0.000391,0.065711,0.010774
-0.001125,0.066005,0.012125
-0.001275,0.066083,0.012615
-0.001804,0.065668,0.015361
-0.001951,0.065832,0.016159
-0.002364,0.065445,0.016971
-0.002066,0.065563,0.016104
-0.002254,0.065707,0.017024
-0.002465,0.065897,0.016963
-0.007746,0.064265,0.031371
-0.008181,0.064085,0.032556
-0.008389,0.063901,0.033833
-0.008683,0.06394,0.034861
-0.008709,0.06357,0.034688
-0.008349,0.064187,0.033908
-0.010248,0.060542,0.038277
-0.010297,0.061074,0.038788
-0.010248,0.060542,0.038277
-0.009937,0.062119,0.036593
-0.009745,0.061699,0.03712
-0.010124,0.061742,0.03698
-0.009567,0.06208,0.036728
-0.010311,0.062315,0.037417
-0.010108,0.062691,0.036999
-0.009027,0.063966,0.03473
-0.00865,0.064212,0.033798
-0.008859,0.06414,0.034858
-0.008495,0.064373,0.033886
-0.007951,0.064061,0.032633
-0.007514,0.064239,0.031441
-0.007457,0.064446,0.031472
-0.007902,0.064307,0.032688
-0.002719,0.065797,0.01687
-0.001684,0.065938,0.015406
-0.001804,0.065668,0.015361
-0.000768,0.065625,0.012323
-0.001271,0.065779,0.012668
-0.001126,0.065698,0.012194
-0.000922,0.065708,0.012792
-0.000739,0.065287,0.010849
-0.000842,0.065748,0.011158
-0.000721,0.065606,0.010721
-0.000853,0.065433,0.01126
