X,Y,Z
-0.008813,0.054871,0.037005
-0.008613,0.054637,0.036546
-0.008756,0.054047,0.037102
-0.008566,0.054016,0.037162
-0.008285,0.054613,0.036648
-0.008358,0.054846,0.037144
-0.008566,0.054016,0.037162
-0.008708,0.053995,0.037276
-0.008285,0.054613,0.036648
-0.008779,0.05543,0.036854
-0.008517,0.055099,0.036248
-0.008579,0.055496,0.037169
-0.008651,0.05492,0.037287
-0.007781,0.057463,0.036036
-0.008226,0.057105,0.036422
-0.007918,0.056953,0.03632
-0.008077,0.057625,0.036129
-0.007683,0.057054,0.035421
-0.007807,0.056565,0.035668
-0.006976,0.059704,0.033091
-0.007017,0.059113,0.033902
-0.007276,0.059136,0.033814
-0.006744,0.05968,0.033168
-0.006622,0.06042,0.032072
-0.006052,0.06098,0.031013
-0.006214,0.060873,0.030934
-0.00647,0.060547,0.032174
-0.001323,0.06445,0.016809
-0.001045,0.064656,0.015956
-0.000991,0.064387,0.016911
-0.000704,0.064589,0.016062
-0.001079,0.06495,0.015988
-0.000791,0.064826,0.015224
-0.00082,0.065123,0.015242
-0.000556,0.065222,0.01534
-0.000818,0.065049,0.016091
0.000339,0.06547,0.012698
0.000716,0.065216,0.012304
0.000499,0.065421,0.012199
0.000554,0.065267,0.012791
0.000866,0.064711,0.011377
0.001173,0.06487,0.010911
0.001031,0.064999,0.011341
0.000994,0.064579,0.010973
0.000914,0.064054,0.00967
0.00151,0.063364,0.009009
0.001322,0.063977,0.009832
0.001153,0.063429,0.008866
0.001195,0.063653,0.008659
0.000949,0.064352,0.009476
0.0013,0.064447,0.009505
0.001506,0.063726,0.008666
0.001696,0.063565,0.008855
0.001525,0.064245,0.009704
0.001322,0.063977,0.009832
0.00151,0.063364,0.009009
0.000807,0.065212,0.011209
0.000944,0.065086,0.010759
0.000208,0.065317,0.012127
5.8e-05,0.065367,0.012621
-0.000449,0.064757,0.015332
-0.000595,0.064855,0.016138
-0.000991,0.064387,0.016911
-0.000704,0.064589,0.016062
-0.000889,0.064647,0.016987
-0.001106,0.064836,0.016943
-0.00617,0.060667,0.030882
-0.006573,0.060185,0.031986
-0.006744,0.05968,0.033168
-0.007023,0.059428,0.034163
-0.007017,0.059113,0.033902
-0.006727,0.059942,0.033313
-0.008141,0.05507,0.036368
-0.008242,0.055395,0.037025
-0.008141,0.05507,0.036368
-0.008057,0.057092,0.035297
-0.007807,0.056565,0.035668
-0.008191,0.056606,0.035542
-0.007683,0.057054,0.035421
-0.00843,0.056998,0.036127
-0.008278,0.057504,0.035847
-0.007369,0.059456,0.034041
-0.007031,0.059967,0.033209
-0.007216,0.059606,0.03421
-0.006889,0.060114,0.033336
-0.00634,0.060162,0.032057
-0.005936,0.060644,0.030946
-0.005894,0.060843,0.031022
-0.006311,0.060392,0.032167
-0.001358,0.064737,0.016842
-0.000335,0.065026,0.015395
-0.000449,0.064757,0.015332
0.00057,0.064935,0.012309
6.6e-05,0.065062,0.012662
0.000212,0.065008,0.012185
